geography,med_household_income,unemployed,total_pop,gini,year,geography_str,state_cd
"Congressional District 14 (118th Congress), New York: Summary level: 500, state:36> congressional district:14",68421.0,29872.0,720139.0,0.484,2023,"Congressional District 14 (118th Congress), New York: Summary level: 500, state:36> congressional district:14",NY-14
"Congressional District 15 (118th Congress), New York: Summary level: 500, state:36> congressional district:15",45635.0,38685.0,751612.0,0.5309,2023,"Congressional District 15 (118th Congress), New York: Summary level: 500, state:36> congressional district:15",NY-15
"Congressional District 16 (118th Congress), New York: Summary level: 500, state:36> congressional district:16",104787.0,26656.0,776130.0,0.5532,2023,"Congressional District 16 (118th Congress), New York: Summary level: 500, state:36> congressional district:16",NY-16
"Congressional District 17 (118th Congress), New York: Summary level: 500, state:36> congressional district:17",125810.0,20956.0,775107.0,0.4773,2023,"Congressional District 17 (118th Congress), New York: Summary level: 500, state:36> congressional district:17",NY-17
"Congressional District 18 (118th Congress), New York: Summary level: 500, state:36> congressional district:18",93417.0,20134.0,781059.0,0.4576,2023,"Congressional District 18 (118th Congress), New York: Summary level: 500, state:36> congressional district:18",NY-18
"Congressional District 19 (118th Congress), New York: Summary level: 500, state:36> congressional district:19",68506.0,21751.0,773744.0,0.4773,2023,"Congressional District 19 (118th Congress), New York: Summary level: 500, state:36> congressional district:19",NY-19
"Congressional District 20 (118th Congress), New York: Summary level: 500, state:36> congressional district:20",84757.0,20356.0,780015.0,0.4504,2023,"Congressional District 20 (118th Congress), New York: Summary level: 500, state:36> congressional district:20",NY-20
"Congressional District 21 (118th Congress), New York: Summary level: 500, state:36> congressional district:21",71346.0,17199.0,772318.0,0.4351,2023,"Congressional District 21 (118th Congress), New York: Summary level: 500, state:36> congressional district:21",NY-21
"Congressional District 22 (118th Congress), New York: Summary level: 500, state:36> congressional district:22",73121.0,18681.0,769228.0,0.4571,2023,"Congressional District 22 (118th Congress), New York: Summary level: 500, state:36> congressional district:22",NY-22
"Congressional District 23 (118th Congress), New York: Summary level: 500, state:36> congressional district:23",70756.0,19351.0,772644.0,0.4517,2023,"Congressional District 23 (118th Congress), New York: Summary level: 500, state:36> congressional district:23",NY-23
"Congressional District 24 (118th Congress), New York: Summary level: 500, state:36> congressional district:24",71020.0,17759.0,774291.0,0.4331,2023,"Congressional District 24 (118th Congress), New York: Summary level: 500, state:36> congressional district:24",NY-24
"Congressional District 25 (118th Congress), New York: Summary level: 500, state:36> congressional district:25",74115.0,20536.0,771436.0,0.4666,2023,"Congressional District 25 (118th Congress), New York: Summary level: 500, state:36> congressional district:25",NY-25
"Congressional District 26 (118th Congress), New York: Summary level: 500, state:36> congressional district:26",64316.0,21346.0,771795.0,0.4706,2023,"Congressional District 26 (118th Congress), New York: Summary level: 500, state:36> congressional district:26",NY-26
"Congressional District 1 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:01",54958.0,23820.0,750075.0,0.467,2023,"Congressional District 1 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:01",NC-01
"Congressional District 2 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:02",102125.0,16104.0,753587.0,0.4583,2023,"Congressional District 2 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:02",NC-02
"Congressional District 3 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:03",63275.0,16875.0,752729.0,0.4472,2023,"Congressional District 3 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:03",NC-03
"Congressional District 4 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:04",75224.0,16596.0,752243.0,0.4758,2023,"Congressional District 4 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:04",NC-04
"Congressional District 5 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:05",58753.0,18935.0,749232.0,0.4699,2023,"Congressional District 5 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:05",NC-05
"Congressional District 6 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:06",64864.0,19559.0,750506.0,0.4719,2023,"Congressional District 6 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:06",NC-06
"Congressional District 7 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:07",64103.0,19067.0,765878.0,0.4794,2023,"Congressional District 7 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:07",NC-07
"Congressional District 8 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:08",71349.0,17639.0,757161.0,0.4628,2023,"Congressional District 8 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:08",NC-08
"Congressional District 9 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:09",64346.0,18379.0,754471.0,0.4612,2023,"Congressional District 9 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:09",NC-09
"Congressional District 10 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:10",65827.0,17172.0,757806.0,0.4638,2023,"Congressional District 10 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:10",NC-10
"Congressional District 11 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:11",63021.0,13906.0,752083.0,0.4679,2023,"Congressional District 11 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:11",NC-11
"Congressional District 12 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:12",77079.0,17865.0,754074.0,0.4582,2023,"Congressional District 12 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:12",NC-12
"Congressional District 13 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:13",83964.0,18500.0,774071.0,0.4405,2023,"Congressional District 13 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:13",NC-13
"Congressional District 14 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:14",85709.0,18839.0,760424.0,0.5077,2023,"Congressional District 14 (118th Congress), North Carolina: Summary level: 500, state:37> congressional district:14",NC-14
"Congressional District 1 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:01",78497.0,19633.0,788977.0,0.512,2023,"Congressional District 1 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:01",OH-01
"Congressional District 2 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:02",64929.0,16258.0,786699.0,0.4538,2023,"Congressional District 2 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:02",OH-02
"Congressional District 3 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:03",70890.0,21429.0,785542.0,0.4893,2023,"Congressional District 3 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:03",OH-03
"Congressional District 4 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:04",76157.0,15796.0,792206.0,0.4521,2023,"Congressional District 4 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:04",OH-04
"Congressional District 5 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:05",69096.0,15821.0,786317.0,0.4429,2023,"Congressional District 5 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:05",OH-05
"Congressional District 6 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:06",59527.0,18459.0,781400.0,0.4479,2023,"Congressional District 6 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:06",OH-06
"Congressional District 7 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:07",84593.0,14742.0,782342.0,0.4414,2023,"Congressional District 7 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:07",OH-07
"Congressional District 8 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:08",77449.0,17472.0,784950.0,0.4374,2023,"Congressional District 8 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:08",OH-08
"Congressional District 9 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:09",65077.0,22409.0,783014.0,0.4711,2023,"Congressional District 9 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:09",OH-09
"Congressional District 10 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:10",66752.0,21765.0,784850.0,0.4576,2023,"Congressional District 10 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:10",OH-10
"Congressional District 11 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:11",51572.0,35343.0,776190.0,0.5256,2023,"Congressional District 11 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:11",OH-11
"Congressional District 12 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:12",73990.0,14923.0,792715.0,0.4504,2023,"Congressional District 12 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:12",OH-12
"Congressional District 13 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:13",69439.0,20106.0,783863.0,0.4752,2023,"Congressional District 13 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:13",OH-13
"Congressional District 14 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:14",68906.0,18669.0,785287.0,0.4529,2023,"Congressional District 14 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:14",OH-14
"Congressional District 15 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:15",76350.0,17186.0,785694.0,0.4309,2023,"Congressional District 15 (118th Congress), Ohio: Summary level: 500, state:39> congressional district:15",OH-15
"Congressional District 1 (118th Congress), Oklahoma: Summary level: 500, state:40> congressional district:01",69305.0,21133.0,799564.0,0.4761,2023,"Congressional District 1 (118th Congress), Oklahoma: Summary level: 500, state:40> congressional district:01",OK-01
"Congressional District 2 (118th Congress), Oklahoma: Summary level: 500, state:40> congressional district:02",54463.0,17798.0,800101.0,0.4576,2023,"Congressional District 2 (118th Congress), Oklahoma: Summary level: 500, state:40> congressional district:02",OK-02
"Congressional District 3 (118th Congress), Oklahoma: Summary level: 500, state:40> congressional district:03",57932.0,17506.0,797954.0,0.4548,2023,"Congressional District 3 (118th Congress), Oklahoma: Summary level: 500, state:40> congressional district:03",OK-03
"Congressional District 4 (118th Congress), Oklahoma: Summary level: 500, state:40> congressional district:04",65779.0,19640.0,798638.0,0.4474,2023,"Congressional District 4 (118th Congress), Oklahoma: Summary level: 500, state:40> congressional district:04",OK-04
"Congressional District 5 (118th Congress), Oklahoma: Summary level: 500, state:40> congressional district:05",72855.0,17122.0,799003.0,0.4756,2023,"Congressional District 5 (118th Congress), Oklahoma: Summary level: 500, state:40> congressional district:05",OK-05
"Congressional District 1 (118th Congress), Oregon: Summary level: 500, state:41> congressional district:01",96012.0,18466.0,706333.0,0.4638,2023,"Congressional District 1 (118th Congress), Oregon: Summary level: 500, state:41> congressional district:01",OR-01
"Congressional District 2 (118th Congress), Oregon: Summary level: 500, state:41> congressional district:02",65531.0,19422.0,707098.0,0.4561,2023,"Congressional District 2 (118th Congress), Oregon: Summary level: 500, state:41> congressional district:02",OR-02
"Congressional District 3 (118th Congress), Oregon: Summary level: 500, state:41> congressional district:03",85538.0,21364.0,697979.0,0.4461,2023,"Congressional District 3 (118th Congress), Oregon: Summary level: 500, state:41> congressional district:03",OR-03
"Congressional District 4 (118th Congress), Oregon: Summary level: 500, state:41> congressional district:04",66715.0,22237.0,707398.0,0.4649,2023,"Congressional District 4 (118th Congress), Oregon: Summary level: 500, state:41> congressional district:04",OR-04
"Congressional District 5 (118th Congress), Oregon: Summary level: 500, state:41> congressional district:05",89355.0,17328.0,711303.0,0.4617,2023,"Congressional District 5 (118th Congress), Oregon: Summary level: 500, state:41> congressional district:05",OR-05
"Congressional District 6 (118th Congress), Oregon: Summary level: 500, state:41> congressional district:06",84014.0,17594.0,708603.0,0.4408,2023,"Congressional District 6 (118th Congress), Oregon: Summary level: 500, state:41> congressional district:06",OR-06
"Congressional District 1 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:01",111074.0,18576.0,764829.0,0.4444,2023,"Congressional District 1 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:01",PA-01
"Congressional District 2 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:02",59781.0,30134.0,751754.0,0.4923,2023,"Congressional District 2 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:02",PA-02
"Congressional District 3 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:03",62278.0,33742.0,759251.0,0.5334,2023,"Congressional District 3 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:03",PA-03
"Congressional District 4 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:04",108583.0,18286.0,768425.0,0.4625,2023,"Congressional District 4 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:04",PA-04
"Congressional District 5 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:05",86098.0,27983.0,762831.0,0.5004,2023,"Congressional District 5 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:05",PA-05
"Congressional District 6 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:06",103651.0,19208.0,771480.0,0.4721,2023,"Congressional District 6 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:06",PA-06
"Congressional District 7 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:07",80362.0,21155.0,770006.0,0.4541,2023,"Congressional District 7 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:07",PA-07
"Congressional District 8 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:08",66602.0,22042.0,765141.0,0.4502,2023,"Congressional District 8 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:08",PA-08
"Congressional District 9 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:09",68242.0,17438.0,764854.0,0.4397,2023,"Congressional District 9 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:09",PA-09
"Congressional District 10 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:10",79951.0,16904.0,772418.0,0.4379,2023,"Congressional District 10 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:10",PA-10
"Congressional District 11 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:11",84225.0,13986.0,768324.0,0.4219,2023,"Congressional District 11 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:11",PA-11
"Congressional District 12 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:12",70333.0,22562.0,761238.0,0.4817,2023,"Congressional District 12 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:12",PA-12
"Congressional District 13 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:13",67649.0,14506.0,764623.0,0.4302,2023,"Congressional District 13 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:13",PA-13
"Congressional District 14 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:14",66147.0,20515.0,760119.0,0.4547,2023,"Congressional District 14 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:14",PA-14
"Congressional District 15 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:15",63954.0,16323.0,760232.0,0.4482,2023,"Congressional District 15 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:15",PA-15
"Congressional District 16 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:16",66474.0,19162.0,763502.0,0.4563,2023,"Congressional District 16 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:16",PA-16
"Congressional District 17 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:17",83156.0,17297.0,757491.0,0.4687,2023,"Congressional District 17 (118th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:17",PA-17
"Congressional District 1 (118th Congress), Rhode Island: Summary level: 500, state:44> congressional district:01",82270.0,17512.0,543443.0,0.4784,2023,"Congressional District 1 (118th Congress), Rhode Island: Summary level: 500, state:44> congressional district:01",RI-01
"Congressional District 2 (118th Congress), Rhode Island: Summary level: 500, state:44> congressional district:02",90763.0,16122.0,551928.0,0.4428,2023,"Congressional District 2 (118th Congress), Rhode Island: Summary level: 500, state:44> congressional district:02",RI-02
"Congressional District 1 (118th Congress), South Carolina: Summary level: 500, state:45> congressional district:01",87997.0,13411.0,748351.0,0.4705,2023,"Congressional District 1 (118th Congress), South Carolina: Summary level: 500, state:45> congressional district:01",SC-01
"Congressional District 2 (118th Congress), South Carolina: Summary level: 500, state:45> congressional district:02",72306.0,19517.0,743300.0,0.4554,2023,"Congressional District 2 (118th Congress), South Carolina: Summary level: 500, state:45> congressional district:02",SC-02
"Congressional District 3 (118th Congress), South Carolina: Summary level: 500, state:45> congressional district:03",60987.0,15734.0,740360.0,0.4709,2023,"Congressional District 3 (118th Congress), South Carolina: Summary level: 500, state:45> congressional district:03",SC-03
"Congressional District 4 (118th Congress), South Carolina: Summary level: 500, state:45> congressional district:04",70345.0,16504.0,748540.0,0.4717,2023,"Congressional District 4 (118th Congress), South Carolina: Summary level: 500, state:45> congressional district:04",SC-04
"Congressional District 5 (118th Congress), South Carolina: Summary level: 500, state:45> congressional district:05",67972.0,18591.0,745996.0,0.4616,2023,"Congressional District 5 (118th Congress), South Carolina: Summary level: 500, state:45> congressional district:05",SC-05
"Congressional District 6 (118th Congress), South Carolina: Summary level: 500, state:45> congressional district:06",53986.0,22035.0,736924.0,0.5016,2023,"Congressional District 6 (118th Congress), South Carolina: Summary level: 500, state:45> congressional district:06",SC-06
"Congressional District 7 (118th Congress), South Carolina: Summary level: 500, state:45> congressional district:07",57825.0,18729.0,749303.0,0.4733,2023,"Congressional District 7 (118th Congress), South Carolina: Summary level: 500, state:45> congressional district:07",SC-07
"Congressional District 1 (118th Congress), Tennessee: Summary level: 500, state:47> congressional district:01",56252.0,19789.0,775141.0,0.4681,2023,"Congressional District 1 (118th Congress), Tennessee: Summary level: 500, state:47> congressional district:01",TN-01
"Congressional District 2 (118th Congress), Tennessee: Summary level: 500, state:47> congressional district:02",70169.0,14533.0,781418.0,0.4717,2023,"Congressional District 2 (118th Congress), Tennessee: Summary level: 500, state:47> congressional district:02",TN-02
"Congressional District 3 (118th Congress), Tennessee: Summary level: 500, state:47> congressional district:03",66236.0,17905.0,778339.0,0.4717,2023,"Congressional District 3 (118th Congress), Tennessee: Summary level: 500, state:47> congressional district:03",TN-03
"Congressional District 4 (118th Congress), Tennessee: Summary level: 500, state:47> congressional district:04",67039.0,15844.0,784468.0,0.4286,2023,"Congressional District 4 (118th Congress), Tennessee: Summary level: 500, state:47> congressional district:04",TN-04
"Congressional District 5 (118th Congress), Tennessee: Summary level: 500, state:47> congressional district:05",91860.0,15039.0,780166.0,0.4818,2023,"Congressional District 5 (118th Congress), Tennessee: Summary level: 500, state:47> congressional district:05",TN-05
"Congressional District 6 (118th Congress), Tennessee: Summary level: 500, state:47> congressional district:06",66241.0,15805.0,780363.0,0.4526,2023,"Congressional District 6 (118th Congress), Tennessee: Summary level: 500, state:47> congressional district:06",TN-06
"Congressional District 7 (118th Congress), Tennessee: Summary level: 500, state:47> congressional district:07",72502.0,17383.0,777488.0,0.4595,2023,"Congressional District 7 (118th Congress), Tennessee: Summary level: 500, state:47> congressional district:07",TN-07
"Congressional District 8 (118th Congress), Tennessee: Summary level: 500, state:47> congressional district:08",67059.0,16936.0,765252.0,0.5022,2023,"Congressional District 8 (118th Congress), Tennessee: Summary level: 500, state:47> congressional district:08",TN-08
"Congressional District 9 (118th Congress), Tennessee: Summary level: 500, state:47> congressional district:09",53748.0,30929.0,763447.0,0.4785,2023,"Congressional District 9 (118th Congress), Tennessee: Summary level: 500, state:47> congressional district:09",TN-09
"Congressional District 1 (118th Congress), Texas: Summary level: 500, state:48> congressional district:01",63555.0,15380.0,773654.0,0.4674,2023,"Congressional District 1 (118th Congress), Texas: Summary level: 500, state:48> congressional district:01",TX-01
"Congressional District 2 (118th Congress), Texas: Summary level: 500, state:48> congressional district:02",98833.0,21653.0,784437.0,0.4493,2023,"Congressional District 2 (118th Congress), Texas: Summary level: 500, state:48> congressional district:02",TX-02
"Congressional District 3 (118th Congress), Texas: Summary level: 500, state:48> congressional district:03",117653.0,16738.0,809668.0,0.4296,2023,"Congressional District 3 (118th Congress), Texas: Summary level: 500, state:48> congressional district:03",TX-03
"Congressional District 4 (118th Congress), Texas: Summary level: 500, state:48> congressional district:04",94632.0,17754.0,795941.0,0.4619,2023,"Congressional District 4 (118th Congress), Texas: Summary level: 500, state:48> congressional district:04",TX-04
"Congressional District 5 (118th Congress), Texas: Summary level: 500, state:48> congressional district:05",77349.0,18498.0,787200.0,0.4203,2023,"Congressional District 5 (118th Congress), Texas: Summary level: 500, state:48> congressional district:05",TX-05
"Congressional District 6 (118th Congress), Texas: Summary level: 500, state:48> congressional district:06",76551.0,17635.0,774748.0,0.4341,2023,"Congressional District 6 (118th Congress), Texas: Summary level: 500, state:48> congressional district:06",TX-06
"Congressional District 7 (118th Congress), Texas: Summary level: 500, state:48> congressional district:07",76380.0,25925.0,791069.0,0.5292,2023,"Congressional District 7 (118th Congress), Texas: Summary level: 500, state:48> congressional district:07",TX-07
"Congressional District 8 (118th Congress), Texas: Summary level: 500, state:48> congressional district:08",87034.0,22643.0,800563.0,0.4339,2023,"Congressional District 8 (118th Congress), Texas: Summary level: 500, state:48> congressional district:08",TX-08
"Congressional District 9 (118th Congress), Texas: Summary level: 500, state:48> congressional district:09",64144.0,27747.0,760231.0,0.4696,2023,"Congressional District 9 (118th Congress), Texas: Summary level: 500, state:48> congressional district:09",TX-09
"Congressional District 10 (118th Congress), Texas: Summary level: 500, state:48> congressional district:10",82786.0,15804.0,780439.0,0.5002,2023,"Congressional District 10 (118th Congress), Texas: Summary level: 500, state:48> congressional district:10",TX-10
"Congressional District 11 (118th Congress), Texas: Summary level: 500, state:48> congressional district:11",69804.0,20082.0,768775.0,0.4676,2023,"Congressional District 11 (118th Congress), Texas: Summary level: 500, state:48> congressional district:11",TX-11
"Congressional District 12 (118th Congress), Texas: Summary level: 500, state:48> congressional district:12",84782.0,16920.0,789129.0,0.453,2023,"Congressional District 12 (118th Congress), Texas: Summary level: 500, state:48> congressional district:12",TX-12
"Congressional District 13 (118th Congress), Texas: Summary level: 500, state:48> congressional district:13",66013.0,14404.0,773844.0,0.456,2023,"Congressional District 13 (118th Congress), Texas: Summary level: 500, state:48> congressional district:13",TX-13
"Congressional District 14 (118th Congress), Texas: Summary level: 500, state:48> congressional district:14",76794.0,20589.0,770392.0,0.4588,2023,"Congressional District 14 (118th Congress), Texas: Summary level: 500, state:48> congressional district:14",TX-14
"Congressional District 15 (118th Congress), Texas: Summary level: 500, state:48> congressional district:15",57557.0,21878.0,776234.0,0.4798,2023,"Congressional District 15 (118th Congress), Texas: Summary level: 500, state:48> congressional district:15",TX-15
"Congressional District 16 (118th Congress), Texas: Summary level: 500, state:48> congressional district:16",59436.0,22531.0,772426.0,0.4668,2023,"Congressional District 16 (118th Congress), Texas: Summary level: 500, state:48> congressional district:16",TX-16
"Congressional District 17 (118th Congress), Texas: Summary level: 500, state:48> congressional district:17",66048.0,20032.0,784812.0,0.4609,2023,"Congressional District 17 (118th Congress), Texas: Summary level: 500, state:48> congressional district:17",TX-17
"Congressional District 18 (118th Congress), Texas: Summary level: 500, state:48> congressional district:18",60901.0,27985.0,772609.0,0.5234,2023,"Congressional District 18 (118th Congress), Texas: Summary level: 500, state:48> congressional district:18",TX-18
"Congressional District 19 (118th Congress), Texas: Summary level: 500, state:48> congressional district:19",63027.0,14756.0,768927.0,0.4658,2023,"Congressional District 19 (118th Congress), Texas: Summary level: 500, state:48> congressional district:19",TX-19
"Congressional District 20 (118th Congress), Texas: Summary level: 500, state:48> congressional district:20",61570.0,24300.0,784135.0,0.4355,2023,"Congressional District 20 (118th Congress), Texas: Summary level: 500, state:48> congressional district:20",TX-20
"Congressional District 21 (118th Congress), Texas: Summary level: 500, state:48> congressional district:21",91642.0,16811.0,793549.0,0.468,2023,"Congressional District 21 (118th Congress), Texas: Summary level: 500, state:48> congressional district:21",TX-21
"Congressional District 22 (118th Congress), Texas: Summary level: 500, state:48> congressional district:22",107377.0,19825.0,807871.0,0.4355,2023,"Congressional District 22 (118th Congress), Texas: Summary level: 500, state:48> congressional district:22",TX-22
"Congressional District 23 (118th Congress), Texas: Summary level: 500, state:48> congressional district:23",76344.0,15851.0,757759.0,0.4703,2023,"Congressional District 23 (118th Congress), Texas: Summary level: 500, state:48> congressional district:23",TX-23
"Congressional District 24 (118th Congress), Texas: Summary level: 500, state:48> congressional district:24",113159.0,14550.0,758537.0,0.4998,2023,"Congressional District 24 (118th Congress), Texas: Summary level: 500, state:48> congressional district:24",TX-24
"Congressional District 25 (118th Congress), Texas: Summary level: 500, state:48> congressional district:25",78504.0,21119.0,793714.0,0.437,2023,"Congressional District 25 (118th Congress), Texas: Summary level: 500, state:48> congressional district:25",TX-25
"Congressional District 26 (118th Congress), Texas: Summary level: 500, state:48> congressional district:26",113835.0,17592.0,801992.0,0.4244,2023,"Congressional District 26 (118th Congress), Texas: Summary level: 500, state:48> congressional district:26",TX-26
"Congressional District 27 (118th Congress), Texas: Summary level: 500, state:48> congressional district:27",66652.0,17504.0,771646.0,0.4554,2023,"Congressional District 27 (118th Congress), Texas: Summary level: 500, state:48> congressional district:27",TX-27
"Congressional District 28 (118th Congress), Texas: Summary level: 500, state:48> congressional district:28",64381.0,20920.0,774349.0,0.4495,2023,"Congressional District 28 (118th Congress), Texas: Summary level: 500, state:48> congressional district:28",TX-28
"Congressional District 29 (118th Congress), Texas: Summary level: 500, state:48> congressional district:29",54599.0,27084.0,757251.0,0.4524,2023,"Congressional District 29 (118th Congress), Texas: Summary level: 500, state:48> congressional district:29",TX-29
"Congressional District 30 (118th Congress), Texas: Summary level: 500, state:48> congressional district:30",69722.0,22976.0,771661.0,0.4703,2023,"Congressional District 30 (118th Congress), Texas: Summary level: 500, state:48> congressional district:30",TX-30
"Congressional District 31 (118th Congress), Texas: Summary level: 500, state:48> congressional district:31",93699.0,17075.0,810684.0,0.4395,2023,"Congressional District 31 (118th Congress), Texas: Summary level: 500, state:48> congressional district:31",TX-31
"Congressional District 32 (118th Congress), Texas: Summary level: 500, state:48> congressional district:32",70578.0,20426.0,764396.0,0.4823,2023,"Congressional District 32 (118th Congress), Texas: Summary level: 500, state:48> congressional district:32",TX-32
"Congressional District 33 (118th Congress), Texas: Summary level: 500, state:48> congressional district:33",61989.0,21698.0,775186.0,0.4326,2023,"Congressional District 33 (118th Congress), Texas: Summary level: 500, state:48> congressional district:33",TX-33
"Congressional District 34 (118th Congress), Texas: Summary level: 500, state:48> congressional district:34",50985.0,22243.0,773649.0,0.4645,2023,"Congressional District 34 (118th Congress), Texas: Summary level: 500, state:48> congressional district:34",TX-34
"Congressional District 35 (118th Congress), Texas: Summary level: 500, state:48> congressional district:35",70734.0,23407.0,789038.0,0.4489,2023,"Congressional District 35 (118th Congress), Texas: Summary level: 500, state:48> congressional district:35",TX-35
"Congressional District 36 (118th Congress), Texas: Summary level: 500, state:48> congressional district:36",74848.0,23250.0,773758.0,0.4534,2023,"Congressional District 36 (118th Congress), Texas: Summary level: 500, state:48> congressional district:36",TX-36
"Congressional District 37 (118th Congress), Texas: Summary level: 500, state:48> congressional district:37",93313.0,20430.0,770624.0,0.4888,2023,"Congressional District 37 (118th Congress), Texas: Summary level: 500, state:48> congressional district:37",TX-37
"Congressional District 38 (118th Congress), Texas: Summary level: 500, state:48> congressional district:38",102921.0,19897.0,775446.0,0.4948,2023,"Congressional District 38 (118th Congress), Texas: Summary level: 500, state:48> congressional district:38",TX-38
"Congressional District 1 (118th Congress), Utah: Summary level: 500, state:49> congressional district:01",90549.0,12217.0,833456.0,0.4337,2023,"Congressional District 1 (118th Congress), Utah: Summary level: 500, state:49> congressional district:01",UT-01
"Congressional District 2 (118th Congress), Utah: Summary level: 500, state:49> congressional district:02",83103.0,15958.0,836119.0,0.4289,2023,"Congressional District 2 (118th Congress), Utah: Summary level: 500, state:49> congressional district:02",UT-02
