Segment,state,CD119_2024,CD119_2024_Name,US Senator 1: Name,US Senator 1: Party,US Senator 2: Name,US Senator 2: Party,US Representative Name,US Representative Party,quarter,Estimated_Actual_Quarterly_Expenditure,StateName,population,real_gdp,Total Federal Investment,Federal investment per capita,Federal investment as a fraction of state GDP,year
Energy and Industry,az,404,AZ-04,Ruben Gallego,Democratic,Mark Kelly,Democratic,Greg Stanton,Democratic,2018-Q4,13.127434,Arizona,7196181.895942,432282.118327,,,,2018
Energy and Industry,az,405,AZ-05,Ruben Gallego,Democratic,Mark Kelly,Democratic,Andy Biggs,Republican,2019-Q3,2.000841,Arizona,7291843.0,449213.099254,,,,2019
Energy and Industry,az,405,AZ-05,Ruben Gallego,Democratic,Mark Kelly,Democratic,Andy Biggs,Republican,2019-Q4,3.001261,Arizona,7265265.431847,454728.963018,,,,2019
Energy and Industry,az,405,AZ-05,Ruben Gallego,Democratic,Mark Kelly,Democratic,Andy Biggs,Republican,2020-Q1,2.000841,Arizona,7238784.734558,450491.0647,,,,2020
Energy and Industry,az,405,AZ-05,Ruben Gallego,Democratic,Mark Kelly,Democratic,Andy Biggs,Republican,2021-Q2,0.532493,Arizona,7250999.377726,483351.266542,,,,2021
Energy and Industry,az,405,AZ-05,Ruben Gallego,Democratic,Mark Kelly,Democratic,Andy Biggs,Republican,2021-Q3,0.798739,Arizona,7272487.0,492602.087385,,,,2021
Energy and Industry,az,405,AZ-05,Ruben Gallego,Democratic,Mark Kelly,Democratic,Andy Biggs,Republican,2021-Q4,0.532493,Arizona,7295866.005386,505398.231723,,,,2021
Energy and Industry,az,405,AZ-05,Ruben Gallego,Democratic,Mark Kelly,Democratic,Andy Biggs,Republican,2024-Q1,66.028365,Arizona,7506896.801997,530689.580149,234.778026,31.274977,0.00177,2024
Energy and Industry,az,405,AZ-05,Ruben Gallego,Democratic,Mark Kelly,Democratic,Andy Biggs,Republican,2024-Q2,99.042547,Arizona,7544545.99039,534708.9876,640.756795,84.929802,0.004793,2024
Energy and Industry,az,406,AZ-06,Ruben Gallego,Democratic,Mark Kelly,Democratic,Juan Ciscomani,Republican,2018-Q2,0.483543,Arizona,7135094.676762,426704.417525,,,,2018
Energy and Industry,az,406,AZ-06,Ruben Gallego,Democratic,Mark Kelly,Democratic,Juan Ciscomani,Republican,2018-Q3,1.011045,Arizona,7164228.0,430480.599295,,,,2018
Energy and Industry,az,406,AZ-06,Ruben Gallego,Democratic,Mark Kelly,Democratic,Juan Ciscomani,Republican,2018-Q4,1.340734,Arizona,7196181.895942,432282.118327,,,,2018
Energy and Industry,az,406,AZ-06,Ruben Gallego,Democratic,Mark Kelly,Democratic,Juan Ciscomani,Republican,2019-Q1,0.85719,Arizona,7228278.312679,435213.193915,,,,2019
Energy and Industry,az,406,AZ-06,Ruben Gallego,Democratic,Mark Kelly,Democratic,Juan Ciscomani,Republican,2021-Q1,3.682131,Arizona,7229810.32948,474248.854591,,,,2021
Energy and Industry,az,406,AZ-06,Ruben Gallego,Democratic,Mark Kelly,Democratic,Juan Ciscomani,Republican,2021-Q2,25.749168,Arizona,7250999.377726,483351.266542,,,,2021
Energy and Industry,az,406,AZ-06,Ruben Gallego,Democratic,Mark Kelly,Democratic,Juan Ciscomani,Republican,2021-Q3,38.623752,Arizona,7272487.0,492602.087385,,,,2021
Energy and Industry,az,406,AZ-06,Ruben Gallego,Democratic,Mark Kelly,Democratic,Juan Ciscomani,Republican,2021-Q4,44.153792,Arizona,7295866.005386,505398.231723,,,,2021
Energy and Industry,az,406,AZ-06,Ruben Gallego,Democratic,Mark Kelly,Democratic,Juan Ciscomani,Republican,2022-Q1,46.672463,Arizona,7319320.167716,502438.298851,96.009581,13.117281,0.000764,2022
Energy and Industry,az,406,AZ-06,Ruben Gallego,Democratic,Mark Kelly,Democratic,Juan Ciscomani,Republican,2022-Q2,45.987886,Arizona,7342337.412973,505521.905798,129.956993,17.699676,0.001028,2022
Energy and Industry,az,406,AZ-06,Ruben Gallego,Democratic,Mark Kelly,Democratic,Juan Ciscomani,Republican,2022-Q3,61.166635,Arizona,7365684.0,508465.348794,88.112576,11.962579,0.000693,2022
Energy and Industry,az,406,AZ-06,Ruben Gallego,Democratic,Mark Kelly,Democratic,Juan Ciscomani,Republican,2022-Q4,40.806839,Arizona,7382179.03003,514389.337007,104.740434,14.188281,0.000814,2022
Energy and Industry,az,406,AZ-06,Ruben Gallego,Democratic,Mark Kelly,Democratic,Juan Ciscomani,Republican,2023-Q1,24.307021,Arizona,7398710.99974,517922.293095,203.226452,27.467819,0.00157,2023
Energy and Industry,az,406,AZ-06,Ruben Gallego,Democratic,Mark Kelly,Democratic,Juan Ciscomani,Republican,2023-Q2,24.307021,Arizona,7414919.402125,521055.369673,402.688252,54.307839,0.003091,2023
Energy and Industry,az,406,AZ-06,Ruben Gallego,Democratic,Mark Kelly,Democratic,Juan Ciscomani,Republican,2023-Q3,49.57119,Arizona,7431344.0,524192.568719,478.187166,64.347333,0.003649,2023
Energy and Industry,az,406,AZ-06,Ruben Gallego,Democratic,Mark Kelly,Democratic,Juan Ciscomani,Republican,2023-Q4,63.103979,Arizona,7469024.869964,527898.668513,233.591196,31.274658,0.00177,2023
Energy and Industry,az,406,AZ-06,Ruben Gallego,Democratic,Mark Kelly,Democratic,Juan Ciscomani,Republican,2024-Q1,5.502364,Arizona,7506896.801997,530689.580149,234.778026,31.274977,0.00177,2024
Energy and Industry,az,406,AZ-06,Ruben Gallego,Democratic,Mark Kelly,Democratic,Juan Ciscomani,Republican,2024-Q2,125.421185,Arizona,7544545.99039,534708.9876,640.756795,84.929802,0.004793,2024
Energy and Industry,az,406,AZ-06,Ruben Gallego,Democratic,Mark Kelly,Democratic,Juan Ciscomani,Republican,2024-Q3,145.703771,Arizona,7582384.0,538786.10962,417.139568,55.014303,0.003097,2024
Energy and Industry,az,406,AZ-06,Ruben Gallego,Democratic,Mark Kelly,Democratic,Juan Ciscomani,Republican,2024-Q4,156.762125,Arizona,7620830.723166,542894.319437,368.707506,48.381537,0.002717,2024
Energy and Industry,az,407,AZ-07,Ruben Gallego,Democratic,Mark Kelly,Democratic,Raúl Grijalva,Democratic,2018-Q1,0.250236,Arizona,7106398.02663,425356.370103,,,,2018
Energy and Industry,az,407,AZ-07,Ruben Gallego,Democratic,Mark Kelly,Democratic,Raúl Grijalva,Democratic,2020-Q2,5.329371,Arizona,7212686.822018,427648.462968,,,,2020
Energy and Industry,az,407,AZ-07,Ruben Gallego,Democratic,Mark Kelly,Democratic,Raúl Grijalva,Democratic,2020-Q3,40.710992,Arizona,7186683.0,458818.452446,,,,2020
Energy and Industry,az,407,AZ-07,Ruben Gallego,Democratic,Mark Kelly,Democratic,Raúl Grijalva,Democratic,2020-Q4,90.156751,Arizona,7208214.410525,470085.160718,,,,2020
Energy and Industry,az,407,AZ-07,Ruben Gallego,Democratic,Mark Kelly,Democratic,Raúl Grijalva,Democratic,2021-Q1,90.156751,Arizona,7229810.32948,474248.854591,,,,2021
Energy and Industry,az,407,AZ-07,Ruben Gallego,Democratic,Mark Kelly,Democratic,Raúl Grijalva,Democratic,2022-Q3,34.58316,Arizona,7365684.0,508465.348794,88.112576,11.962579,0.000693,2022
Energy and Industry,az,407,AZ-07,Ruben Gallego,Democratic,Mark Kelly,Democratic,Raúl Grijalva,Democratic,2022-Q4,51.87474,Arizona,7382179.03003,514389.337007,104.740434,14.188281,0.000814,2022
Energy and Industry,az,407,AZ-07,Ruben Gallego,Democratic,Mark Kelly,Democratic,Raúl Grijalva,Democratic,2023-Q1,51.87474,Arizona,7398710.99974,517922.293095,203.226452,27.467819,0.00157,2023
Energy and Industry,az,407,AZ-07,Ruben Gallego,Democratic,Mark Kelly,Democratic,Raúl Grijalva,Democratic,2023-Q3,137.559093,Arizona,7431344.0,524192.568719,478.187166,64.347333,0.003649,2023
Energy and Industry,az,407,AZ-07,Ruben Gallego,Democratic,Mark Kelly,Democratic,Raúl Grijalva,Democratic,2023-Q4,137.559093,Arizona,7469024.869964,527898.668513,233.591196,31.274658,0.00177,2023
Energy and Industry,az,407,AZ-07,Ruben Gallego,Democratic,Mark Kelly,Democratic,Raúl Grijalva,Democratic,2024-Q1,137.559093,Arizona,7506896.801997,530689.580149,234.778026,31.274977,0.00177,2024
Energy and Industry,az,407,AZ-07,Ruben Gallego,Democratic,Mark Kelly,Democratic,Raúl Grijalva,Democratic,2024-Q2,45.853031,Arizona,7544545.99039,534708.9876,640.756795,84.929802,0.004793,2024
Energy and Industry,az,408,AZ-08,Ruben Gallego,Democratic,Mark Kelly,Democratic,Abraham Hamadeh,Republican,2020-Q4,4.441142,Arizona,7208214.410525,470085.160718,,,,2020
Energy and Industry,az,408,AZ-08,Ruben Gallego,Democratic,Mark Kelly,Democratic,Abraham Hamadeh,Republican,2021-Q1,13.323427,Arizona,7229810.32948,474248.854591,,,,2021
Energy and Industry,az,408,AZ-08,Ruben Gallego,Democratic,Mark Kelly,Democratic,Abraham Hamadeh,Republican,2021-Q2,13.323427,Arizona,7250999.377726,483351.266542,,,,2021
Energy and Industry,az,408,AZ-08,Ruben Gallego,Democratic,Mark Kelly,Democratic,Abraham Hamadeh,Republican,2021-Q3,13.323427,Arizona,7272487.0,492602.087385,,,,2021
Energy and Industry,az,408,AZ-08,Ruben Gallego,Democratic,Mark Kelly,Democratic,Abraham Hamadeh,Republican,2024-Q3,98.674873,Arizona,7582384.0,538786.10962,417.139568,55.014303,0.003097,2024
Energy and Industry,az,408,AZ-08,Ruben Gallego,Democratic,Mark Kelly,Democratic,Abraham Hamadeh,Republican,2024-Q4,148.01231,Arizona,7620830.723166,542894.319437,368.707506,48.381537,0.002717,2024
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2018-Q1,56.988876,Arizona,7106398.02663,425356.370103,,,,2018
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2018-Q2,21.409075,Arizona,7135094.676762,426704.417525,,,,2018
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2019-Q2,115.990766,Arizona,7259815.498901,440910.446323,,,,2019
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2019-Q3,185.585226,Arizona,7291843.0,449213.099254,,,,2019
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2019-Q4,235.062537,Arizona,7265265.431847,454728.963018,,,,2019
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2020-Q3,338.053046,Arizona,7186683.0,458818.452446,,,,2020
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2020-Q4,262.347364,Arizona,7208214.410525,470085.160718,,,,2020
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2021-Q1,66.561599,Arizona,7229810.32948,474248.854591,,,,2021
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2021-Q2,22.1872,Arizona,7250999.377726,483351.266542,,,,2021
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2022-Q1,8.553732,Arizona,7319320.167716,502438.298851,96.009581,13.117281,0.000764,2022
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2022-Q2,10.55039,Arizona,7342337.412973,505521.905798,129.956993,17.699676,0.001028,2022
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2022-Q3,155.678375,Arizona,7365684.0,508465.348794,88.112576,11.962579,0.000693,2022
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2022-Q4,350.069109,Arizona,7382179.03003,514389.337007,104.740434,14.188281,0.000814,2022
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2023-Q1,384.263441,Arizona,7398710.99974,517922.293095,203.226452,27.467819,0.00157,2023
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2023-Q2,559.64481,Arizona,7414919.402125,521055.369673,402.688252,54.307839,0.003091,2023
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2023-Q3,911.500581,Arizona,7431344.0,524192.568719,478.187166,64.347333,0.003649,2023
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2023-Q4,889.913382,Arizona,7469024.869964,527898.668513,233.591196,31.274658,0.00177,2023
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2024-Q1,739.52158,Arizona,7506896.801997,530689.580149,234.778026,31.274977,0.00177,2024
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2024-Q2,1022.604106,Arizona,7544545.99039,534708.9876,640.756795,84.929802,0.004793,2024
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2024-Q3,989.613363,Arizona,7582384.0,538786.10962,417.139568,55.014303,0.003097,2024
Energy and Industry,az,409,AZ-09,Ruben Gallego,Democratic,Mark Kelly,Democratic,Paul Gosar,Republican,2024-Q4,1385.281477,Arizona,7620830.723166,542894.319437,368.707506,48.381537,0.002717,2024
Energy and Industry,ca,601,CA-01,Alex Padilla,Democratic,Adam Schiff,Democratic,Doug LaMalfa,Republican,2018-Q1,2.452312,California,39388002.105818,3347991.00655,,,,2018
Energy and Industry,ca,601,CA-01,Alex Padilla,Democratic,Adam Schiff,Democratic,Doug LaMalfa,Republican,2018-Q2,2.677525,California,39412588.161999,3383612.447614,,,,2018
Energy and Industry,ca,601,CA-01,Alex Padilla,Democratic,Adam Schiff,Democratic,Doug LaMalfa,Republican,2018-Q3,1.25118,California,39437463.0,3419331.839478,,,,2018
Energy and Industry,ca,601,CA-01,Alex Padilla,Democratic,Adam Schiff,Democratic,Doug LaMalfa,Republican,2018-Q4,3.340844,California,39437500.052003,3435363.120471,,,,2018
Energy and Industry,ca,601,CA-01,Alex Padilla,Democratic,Adam Schiff,Democratic,Doug LaMalfa,Republican,2019-Q1,5.011267,California,39437537.104041,3466707.376586,,,,2019
Energy and Industry,ca,601,CA-01,Alex Padilla,Democratic,Adam Schiff,Democratic,Doug LaMalfa,Republican,2019-Q2,6.994554,California,39437573.350634,3519535.508246,,,,2019
Energy and Industry,ca,601,CA-01,Alex Padilla,Democratic,Adam Schiff,Democratic,Doug LaMalfa,Republican,2019-Q3,5.480564,California,39437610.0,3561915.554535,,,,2019
Energy and Industry,ca,601,CA-01,Alex Padilla,Democratic,Adam Schiff,Democratic,Doug LaMalfa,Republican,2019-Q4,3.653709,California,39454086.849899,3603511.994421,,,,2019
Energy and Industry,ca,601,CA-01,Alex Padilla,Democratic,Adam Schiff,Democratic,Doug LaMalfa,Republican,2022-Q1,43.976665,California,39092373.900283,3801992.966216,810.714572,20.738433,0.000853,2022
Energy and Industry,ca,601,CA-01,Alex Padilla,Democratic,Adam Schiff,Democratic,Doug LaMalfa,Republican,2022-Q2,22.507227,California,39066629.356477,3789487.914037,925.853544,23.699345,0.000977,2022
Energy and Industry,ca,601,CA-01,Alex Padilla,Democratic,Adam Schiff,Democratic,Doug LaMalfa,Republican,2022-Q3,21.573836,California,39040616.0,3796181.218728,1280.0754,32.788299,0.001349,2022
Energy and Industry,ca,601,CA-01,Alex Padilla,Democratic,Adam Schiff,Democratic,Doug LaMalfa,Republican,2022-Q4,18.713533,California,39021591.520846,3785733.133356,1339.171144,34.318722,0.001415,2022
Energy and Industry,ca,601,CA-01,Alex Padilla,Democratic,Adam Schiff,Democratic,Doug LaMalfa,Republican,2023-Q1,18.314289,California,39002576.312314,3839246.920619,1621.585799,41.576377,0.001689,2023
Energy and Industry,ca,601,CA-01,Alex Padilla,Democratic,Adam Schiff,Democratic,Doug LaMalfa,Republican,2023-Q2,18.513911,California,38983983.444051,3845874.924777,1984.397291,50.902887,0.002064,2023
Energy and Industry,ca,601,CA-01,Alex Padilla,Democratic,Adam Schiff,Democratic,Doug LaMalfa,Republican,2023-Q3,18.713533,California,38965193.0,3887210.162528,2781.827591,71.39263,0.002863,2023
Energy and Industry,ca,601,CA-01,Alex Padilla,Democratic,Adam Schiff,Democratic,Doug LaMalfa,Republican,2023-Q4,18.713533,California,39081826.303208,3909183.792076,2481.975255,63.507146,0.00254,2023
Energy and Industry,ca,601,CA-01,Alex Padilla,Democratic,Adam Schiff,Democratic,Doug LaMalfa,Republican,2024-Q1,18.513911,California,39198808.721264,3969488.83483,2067.701169,52.749082,0.002084,2024
Energy and Industry,ca,601,CA-01,Alex Padilla,Democratic,Adam Schiff,Democratic,Doug LaMalfa,Republican,2024-Q2,5.999903,California,39314864.058965,3997013.009731,2652.475163,67.467489,0.002654,2024
Energy and Industry,ca,601,CA-01,Alex Padilla,Democratic,Adam Schiff,Democratic,Doug LaMalfa,Republican,2024-Q3,5.232503,California,39431263.0,4027736.910777,2942.532013,74.624341,0.002922,2024
Energy and Industry,ca,601,CA-01,Alex Padilla,Democratic,Adam Schiff,Democratic,Doug LaMalfa,Republican,2024-Q4,5.116398,California,39549291.376078,4058696.977704,3092.156782,78.184885,0.003047,2024
Energy and Industry,ca,602,CA-02,Alex Padilla,Democratic,Adam Schiff,Democratic,Jared Huffman,Democratic,2018-Q1,0.750708,California,39388002.105818,3347991.00655,,,,2018
Energy and Industry,ca,602,CA-02,Alex Padilla,Democratic,Adam Schiff,Democratic,Jared Huffman,Democratic,2018-Q4,0.512849,California,39437500.052003,3435363.120471,,,,2018
Energy and Industry,ca,602,CA-02,Alex Padilla,Democratic,Adam Schiff,Democratic,Jared Huffman,Democratic,2019-Q1,1.340734,California,39437537.104041,3466707.376586,,,,2019
Energy and Industry,ca,602,CA-02,Alex Padilla,Democratic,Adam Schiff,Democratic,Jared Huffman,Democratic,2019-Q2,1.113615,California,39437573.350634,3519535.508246,,,,2019
Energy and Industry,ca,602,CA-02,Alex Padilla,Democratic,Adam Schiff,Democratic,Jared Huffman,Democratic,2019-Q3,0.875936,California,39437610.0,3561915.554535,,,,2019
Energy and Industry,ca,602,CA-02,Alex Padilla,Democratic,Adam Schiff,Democratic,Jared Huffman,Democratic,2019-Q4,0.456714,California,39454086.849899,3603511.994421,,,,2019
Energy and Industry,ca,602,CA-02,Alex Padilla,Democratic,Adam Schiff,Democratic,Jared Huffman,Democratic,2020-Q1,0.456714,California,39470570.58375,3553883.588905,,,,2020
Energy and Industry,ca,602,CA-02,Alex Padilla,Democratic,Adam Schiff,Democratic,Jared Huffman,Democratic,2020-Q2,2.750525,California,39486881.921519,3278478.588562,,,,2020
Energy and Industry,ca,602,CA-02,Alex Padilla,Democratic,Adam Schiff,Democratic,Jared Huffman,Democratic,2020-Q3,5.951331,California,39503200.0,3548333.043552,,,,2020
Energy and Industry,ca,602,CA-02,Alex Padilla,Democratic,Adam Schiff,Democratic,Jared Huffman,Democratic,2020-Q4,3.78775,California,39412621.407933,3598059.399868,,,,2020
Energy and Industry,ca,602,CA-02,Alex Padilla,Democratic,Adam Schiff,Democratic,Jared Huffman,Democratic,2021-Q1,1.781025,California,39322250.507429,3667735.06919,,,,2021
Energy and Industry,ca,602,CA-02,Alex Padilla,Democratic,Adam Schiff,Democratic,Jared Huffman,Democratic,2021-Q2,2.427623,California,39234044.702332,3730097.078752,,,,2021
Energy and Industry,ca,602,CA-02,Alex Padilla,Democratic,Adam Schiff,Democratic,Jared Huffman,Democratic,2021-Q3,2.427623,California,39145060.0,3782794.609345,,,,2021
Energy and Industry,ca,602,CA-02,Alex Padilla,Democratic,Adam Schiff,Democratic,Jared Huffman,Democratic,2024-Q1,0.563893,California,39198808.721264,3969488.83483,2067.701169,52.749082,0.002084,2024
Energy and Industry,ca,602,CA-02,Alex Padilla,Democratic,Adam Schiff,Democratic,Jared Huffman,Democratic,2024-Q2,2.270332,California,39314864.058965,3997013.009731,2652.475163,67.467489,0.002654,2024
Energy and Industry,ca,602,CA-02,Alex Padilla,Democratic,Adam Schiff,Democratic,Jared Huffman,Democratic,2024-Q3,4.620751,California,39431263.0,4027736.910777,2942.532013,74.624341,0.002922,2024
Energy and Industry,ca,602,CA-02,Alex Padilla,Democratic,Adam Schiff,Democratic,Jared Huffman,Democratic,2024-Q4,5.641442,California,39549291.376078,4058696.977704,3092.156782,78.184885,0.003047,2024
